Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
POL,Poland,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,-5.685,-5.622,-5.679,-5.018,-2.874,-3.9,-4.76,-4.201,-5.979,-5.782,-3.533,-5.151,-2.944,-4.07,-6.598,-7.027,-5.262,-3.522,-3.514,-3.175,-2.424,-2.209,-1.768,-1.621,-2.431,-3.16,-3.08,-2.984,-2.945,-2.879
POL,Poland,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,1.32,-0.3,-0.093,-0.257,0.64,0.043,-1.654,-1.953,-3.097,-2.337,-1.499,-1.19,0.325,-1.486,-4.801,-4.853,-2.296,-1.054,-1.608,-1.729,-0.942,-0.529,0.166,0.955,-0.634,-1.497,-1.506,-1.491,-1.481,-1.452
POL,Poland,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,44.758,38.95,38.995,35.155,35.377,31.895,31.919,36.08,41.215,39.352,40.202,41.016,36.744,38.978,42.848,47.292,48.308,47.863,50.877,44.661,46.561,48.025,44.532,43.642,42.753,43.486,44.421,45.148,45.791,46.505
POL,Poland,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,48.714,43.147,42.685,38.672,39.345,36.378,37.143,41.545,46.327,45.069,46.441,46.948,44.156,46.295,49.433,53.127,54.104,53.716,55.692,50.414,51.283,54.227,50.569,48.364,47.475,48.208,49.143,49.87,50.513,51.228
POL,Poland,3092,"Inflation, average consumer prices",Percent change,9.4,21.207,100.83,22.118,75.649,15.107,17.793,25.23,60.2,251.1,585.8,70.3,43,35.3,32.2,27.875,19.9,14.9,11.8,7.3,10.1,5.5,1.9,0.842,3.492,2.133,1.033,2.492,4.217,3.45,2.583,4.267,3.7,0.9,-0.025,-0.933,-0.583,1.975,1.6,1.96,1.911,1.982,2.125,2.2,2.275
POL,Poland,3296,Unemployment rate (% of total labor force) (WEO),%,,,,,,,,,,,6.3,11.8,13.6,16.4,11.4,13.341,12.343,11.246,10.576,13.133,16.087,18.242,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.79,3.578,3.486,3.454,3.47,3.486,3.502
PRI,Puerto Rico,345,Total investment (% of GDP),% of GDP,17.136,14.338,9.037,10.108,13.753,12.325,10.281,13.715,15.587,17.277,16.954,15.598,15.453,16.049,16.329,16.869,17.455,18.566,16.918,20.7,19.714,17.453,15.988,15.322,15.317,14.596,13.991,13.391,12.146,10.431,9.16,10.07,10.335,9.529,8.941,8.599,7.985,7.561,8.123,8.409,8.523,8.462,8.368,8.325,8.297
PRI,Puerto Rico,347,"Inflation, average consumer prices",Index,54.91,60.11,62.06,62.27,63.35,63.484,63.334,64.65,66.316,68.194,71.173,72.766,73.847,74.561,75.633,77.081,79.634,81.136,81.184,81.729,84.244,84.735,84.896,86.074,88.257,93.209,98.041,102.186,107.51,107.809,110.476,113.679,115.209,116.431,117.09,116.211,115.87,117.9,120.853,121.273,122.84,124.403,126.015,127.748,129.556
PRI,Puerto Rico,352,Population (WEO),Value,3203000,3229000,3257000,3286000,3317000,3349000,3382000,3417000,3454000,3492000,3528000,3551000,3575000,3600000,3627000,3655000,3685000,3716000,3748000,3782000,3811000,3819000,3824000,3826000,3827000,3821000,3805000,3783000,3761000,3740000,3722000,3679000,3634000,3593000,3535000,3474000,3411000,3300000,3267000,3202000,3154000,3106000,3062000,3020000,2984000
PRI,Puerto Rico,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23065000000,22240000000,21885000000,22720000000,24615000000,25045000000,24448000000,22415000000,21736000000,21506000000,21266000000
PRI,Puerto Rico,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3148000000,-2188000000,-1922000000,-2201000000,-3949000000,-3340000000,-3093000000,-1342000000,-1165000000,-1029000000,-1034000000
PRI,Puerto Rico,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-976000000,-248000000,395000000,170000000,-1653000000,-1091000000,-921000000,767000000,894000000,985000000,923000000
PRI,Puerto Rico,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,29191000000,33032000000,38171000000,44827000000,47557000000,50173000000,54573000000,53590000000,55880000000,54516000000,52040000000,53823000000,57021000000,59726000000,62230000000,63317000000,64261000000,65094000000,65931000000
PRI,Puerto Rico,360,Gross domestic product corresponding to fiscal year,National Currency,14436000000,15956000000,16764000000,17277000000,19163000000,20289000000,21969000000,23878000000,26178000000,28267000000,30604000000,32287000000,34630000000,36923000000,39691000000,42647000000,45341000000,48187000000,54086000000,57841000000,61702000000,69669000000,72546000000,75834000000,80322000000,83915000000,87276000000,89524000000,93639000000,96386000000,98381000000,100352000000,101565000000,102450000000,102446000000,103376000000,103961000000,104219000000,104344000000,103506000000,104117000000,104624000000,105158000000,105801000000,106490000000
PRI,Puerto Rico,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.514,21.513,21.051,21.8,23.59,24.197,23.481,21.424,20.67,20.327,19.97
PRI,Puerto Rico,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.073,-2.116,-1.849,-2.112,-3.785,-3.226,-2.97,-1.282,-1.108,-0.972,-0.971
PRI,Puerto Rico,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.953,-0.24,0.38,0.163,-1.584,-1.054,-0.884,0.733,0.85,0.931,0.866
PRI,Puerto Rico,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,33.447,36.897,40.764,46.508,48.339,49.997,53.732,52.308,54.546,52.736,50.058,51.644,54.647,57.703,59.77,60.519,61.108,61.525,61.913
PRI,Puerto Rico,3092,"Inflation, average consumer prices",Percent change,,9.47,3.244,0.338,1.734,0.212,-0.236,2.078,2.577,2.832,4.368,2.238,1.486,0.967,1.438,1.915,3.312,1.886,0.059,0.671,3.077,0.583,0.19,1.388,2.536,5.611,5.184,4.228,5.21,0.278,2.474,2.899,1.346,1.061,0.566,-0.751,-0.294,1.752,2.505,0.347,1.292,1.273,1.296,1.375,1.415
PRI,Puerto Rico,3296,Unemployment rate (% of total labor force) (WEO),%,17.1,19.8,22.8,23.4,20.7,21.8,18.9,16.8,15,14.6,14.2,16,16.7,17,14.6,13.7,13.4,13.5,13.3,11.7,10.1,11.4,12.3,12,10.6,11.3,10.5,11.2,11.8,15.3,16.4,15.9,14.5,14.3,13.9,12,11.8,10.8,11,11,11.2,11.4,11.4,11.4,11.4
PRT,Portugal,345,Total investment (% of GDP),% of GDP,36.421,38.178,38.257,32.538,27.247,25.937,25.498,30.004,31.708,29.847,30.417,27.156,27.226,23.935,24.695,24.181,24.381,26.51,28.302,29.015,28.764,28.143,26,23.63,24.18,23.657,23.234,23.071,23.566,20.791,21.081,18.598,15.716,14.632,15.303,15.823,15.722,16.884,17.969,18.555,18.526,18.68,18.969,19.124,19.334
PRT,Portugal,346,Gross national savings (% of GDP),% of GDP,30.631,20.981,24.784,24.326,22.847,25.436,26.727,28.749,27.486,27.923,27.971,24.392,25.099,22.46,20.703,20.266,19.565,19.852,20.328,20.191,17.768,17.893,17.209,16.222,15.376,13.467,12.559,13.038,10.979,10.677,10.709,13.031,13.643,15.366,15.05,14.937,15.86,17.092,16.956,17.375,17.09,16.965,16.962,17.074,17.255
PRT,Portugal,347,"Inflation, average consumer prices",Index,9.447,11.445,14.047,17.573,22.722,27.116,30.279,33.126,36.299,40.877,46.343,51.639,56.215,59.549,62.509,64.99,66.898,68.163,69.673,71.184,73.181,76.408,79.236,81.801,83.854,85.64,88.248,90.386,92.783,91.945,93.224,96.538,99.218,99.654,99.495,100,100.636,102.202,103.395,104.429,106.204,108.01,109.911,111.999,114.239
PRT,Portugal,352,Population (WEO),Value,9766000,9851000,9912000,9958000,9996000,10024000,10033000,10030000,10020000,10005000,9983000,9960000,9953000,9965000,9992000,10026000,10064000,10109000,10160000,10218000,10290000,10363000,10420000,10459000,10484000,10503000,10522000,10543000,10558000,10568000,10573000,10558000,10515000,10457000,10401000,10358000,10326000,10300000,10287000,10273000,10258000,10239000,10218000,10195000,10172000
PRT,Portugal,354,General government total expenditure,National Currency,,,,,,,14855000000,15256000000,16793000000,19499000000,23815000000,29753000000,35109000000,35393000000,35305000000,38007000000,40723000000,43450000000,47433000000,50857000000,55017000000,59909000000,62995000000,66184000000,70053000000,74091000000,75058000000,78124000000,81093000000,88116000000,93237000000,88112000000,81719000000,85032000000,89517000000,86485000000,83564000000,88872000000,88262000000,91592000000,93736000000,96462000000,99035000000,102152000000,105001000000
PRT,Portugal,355,General government net lending/borrowing,National Currency,,,,,,,-2935000000,-2857000000,-1753000000,-1679000000,-3900000000,-5193000000,-3854000000,-6204000000,-6151000000,-4667000000,-4481000000,-3793000000,-4759000000,-3573000000,-4363000000,-6495000000,-5402000000,-6403000000,-9303000000,-9864000000,-7039000000,-5344000000,-6736000000,-17204000000,-20100000000,-13006000000,-9529000000,-8245000000,-12321000000,-7734000000,-3674000000,-5762000000,-1408000000,-1354000000,-318000000,981000000,606000000,718000000,1159000000
PRT,Portugal,356,General government structural balance,National Currency,,,,,,,-2163000000,-2381000000,-1368000000,-1657000000,-4680000000,-5956000000,-4560000000,-5757000000,-5142000000,-3293000000,-4103000000,-3259000000,-4037000000,-3602000000,-5185000000,-6569000000,-8426000000,-9461000000,-12476000000,-9520000000,-7240000000,-6905000000,-9695000000,-15304000000,-14987000000,-11028000000,-4859000000,-3407000000,-1080000000,-2390000000,-2095000000,-1080000000,-583000000,-295000000,-557000000,-156000000,510000000,619000000,1057000000
PRT,Portugal,357,General government primary net lending/borrowing,National Currency,,,,,,,-25000000,-76000000,1056000000,1327000000,829000000,444000000,2447000000,-620000000,-1220000000,-605000000,-547000000,-367000000,-1735000000,-491000000,-1121000000,-3097000000,-1797000000,-2954000000,-5847000000,-6252000000,-2904000000,-817000000,-1887000000,-12462000000,-15232000000,-6273000000,-2320000000,-1105000000,-4752000000,-77000000,3632000000,1351000000,5224000000,5206000000,6671000000,7885000000,7137000000,7440000000,7769000000
PRT,Portugal,358,General government net debt,National Currency,,,,,,,,,,,,,,,,41822000000,47716000000,47318000000,47568000000,49718000000,53285000000,60250000000,66045000000,73002000000,81597000000,92241000000,98800000000,106237000000,114720000000,133417000000,147674000000,169235000000,176458000000,184163000000,195150000000,204738000000,209791000000,214219000000,218374000000,223358000000,224176000000,223695000000,223589000000,223371000000,222657000000
PRT,Portugal,359,General government gross debt,National Currency,,,,,,,,,,,31801000000,38708000000,39555000000,40752000000,46647000000,51913000000,56149000000,56485000000,57728000000,61075000000,64640000000,72554000000,80134000000,85726000000,94454000000,106919000000,115002000000,120088000000,128191000000,146691000000,162884000000,196231000000,212556000000,219715000000,226029000000,231541000000,240958000000,242804000000,245152000000,249430000000,252748000000,247267000000,246161000000,251215000000,250501000000
PRT,Portugal,360,Gross domestic product corresponding to fiscal year,National Currency,8138000000,9925000000,12001000000,15333000000,18829000000,23114000000,28248000000,33283000000,39729000000,46936000000,56356000000,64622000000,72652000000,75980000000,82379000000,89037000000,94351000000,102357000000,111385000000,119639000000,128466000000,135828000000,142631000000,146158000000,152372000000,158653000000,166249000000,175468000000,178873000000,175448000000,179930000000,176167000000,168398000000,170269000000,173079000000,179809000000,186480000000,194613000000,201880000000,208802000000,215523000000,222256000000,229292000000,236418000000,243803000000
PRT,Portugal,362,Volume of imports (% change),Percent change,,6.585,5.872,-6.485,-2.073,4.634,18.848,27.402,21.642,8.496,16.121,8.363,10.993,-1.534,10.565,9.436,5.152,3.858,21.976,2.229,-6.743,3.415,3.731,10.685,8.997,-3.376,3.63,9.42,5.577,-16.011,-2.563,-3.497,-12.695,8.516,7.887,8.024,4.664,7.892,6.278,5.229,4.706,4.228,4.139,4.129,4.129
PRT,Portugal,363,Volume of exports (% change),Percent change,,-0.592,4.833,20.796,14.34,8.319,7.979,10.135,8.632,18.697,12.976,0.451,5.445,1.304,10.465,13.588,5.711,1.249,16.078,-0.582,-4.178,4.324,9.38,15.906,7.224,-4.324,10.318,14.222,2.342,-15.336,0.492,10.64,-3.919,13.443,4.936,6.145,4.003,7.641,5.636,4.129,4.072,3.905,3.849,3.825,3.825
PRT,Portugal,2777,General government total expenditure,% of GDP,,,,,,,52.587,45.837,42.268,41.543,42.258,46.042,48.325,46.582,42.856,42.687,43.161,42.45,42.585,42.509,42.826,44.107,44.166,45.282,45.975,46.7,45.148,44.523,45.335,50.223,51.819,50.016,48.527,49.94,51.72,48.098,44.811,45.666,43.72,43.866,43.492,43.401,43.192,43.208,43.068
PRT,Portugal,2779,General government net lending/borrowing,% of GDP,,,,,,,-10.391,-8.584,-4.413,-3.577,-6.921,-8.035,-5.305,-8.165,-7.467,-5.241,-4.75,-3.706,-4.272,-2.987,-3.397,-4.782,-3.788,-4.381,-6.105,-6.217,-4.234,-3.045,-3.766,-9.806,-11.171,-7.383,-5.659,-4.842,-7.119,-4.301,-1.97,-2.961,-0.698,-0.648,-0.148,0.441,0.264,0.304,0.475
PRT,Portugal,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,-3.593,-4.251,-3.155,-3.656,-3.068,-4.161,-4.977,-6.023,-6.453,-8.203,-5.988,-4.367,-4.004,-5.495,-8.562,-8.303,-6.135,-2.728,-1.879,-0.592,-1.283,-1.096,-0.55,-0.289,-0.142,-0.259,-0.07,0.223,0.262,0.434
PRT,Portugal,2783,General government primary net lending/borrowing,% of GDP,,,,,,,-0.087,-0.228,2.659,2.828,1.471,0.687,3.368,-0.816,-1.48,-0.679,-0.58,-0.358,-1.558,-0.41,-0.873,-2.28,-1.26,-2.021,-3.837,-3.94,-1.747,-0.466,-1.055,-7.103,-8.465,-3.561,-1.378,-0.649,-2.746,-0.043,1.947,0.694,2.588,2.493,3.095,3.548,3.113,3.147,3.187
PRT,Portugal,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,46.971,50.573,46.228,42.706,41.557,41.478,44.358,46.305,49.947,53.551,58.14,59.429,60.545,64.135,76.044,82.073,96.066,104.786,108.16,112.752,113.864,112.5,110.074,108.17,106.971,104.015,100.648,97.513,94.482,91.327
PRT,Portugal,2787,General government gross debt,% of GDP,,,,,,,,,,,56.429,59.899,54.445,53.634,56.624,58.305,59.511,55.184,51.827,51.049,50.317,53.416,56.183,58.653,61.989,67.392,69.175,68.439,71.666,83.609,90.526,111.39,126.222,129.04,130.593,128.77,129.214,124.762,121.435,119.458,117.272,111.253,107.357,106.259,102.747
PRT,Portugal,3092,"Inflation, average consumer prices",Percent change,5.862,21.152,22.73,25.106,29.3,19.335,11.666,9.402,9.58,12.611,13.37,11.428,8.863,5.93,4.971,3.969,2.936,1.89,2.215,2.17,2.805,4.41,3.701,3.237,2.51,2.13,3.046,2.422,2.652,-0.903,1.391,3.554,2.776,0.44,-0.16,0.508,0.636,1.556,1.168,1,1.7,1.7,1.76,1.9,2
PRT,Portugal,3296,Unemployment rate (% of total labor force) (WEO),%,7.824,8.29,7.457,7.945,10.503,8.674,8.603,7.126,7.069,5.059,4.225,4.138,3.86,5.127,6.34,7.151,7.251,6.741,4.937,4.381,3.925,4.009,4.995,6.264,6.623,7.582,7.647,7.964,7.552,9.432,10.77,12.677,15.526,16.183,13.894,12.444,11.066,8.867,7.13,6.821,6.3,6.099,6.002,5.902,5.902
PRY,Paraguay,345,Total investment (% of GDP),% of GDP,28.783,28.831,25.627,21.442,22.932,21.984,25.023,25.058,24.366,23.844,22.865,19.109,18.493,19.669,24.414,22.021,22.129,22.918,20.112,18.971,17.339,17.968,18.1,20.627,20.068,20.903,21.95,21.325,21.981,18.72,23.8,24.577,21.302,22.331,22.542,20.848,19.724,21.194,22.122,23.268,23.94,24.883,25.698,26.618,27.211
PRY,Paraguay,346,Gross national savings (% of GDP),% of GDP,22.018,21.676,18.775,17.357,16.495,16.012,17.772,13.441,20.601,30.535,30.622,21.542,18.862,21.829,22.37,19.622,21.422,17.412,21.537,20.539,14.549,17.592,26.713,20.848,19.966,20.274,23.199,25.687,22.793,21.421,23.981,25.169,20.442,23.941,22.416,20.447,23.26,24.309,22.634,22.475,24.326,25.427,26.376,27.347,27.846
PRY,Paraguay,347,"Inflation, average consumer prices",Index,1.402,1.595,1.681,1.896,2.293,2.863,3.771,4.588,5.624,7.063,9.759,12.128,13.96,16.511,19.912,22.577,24.789,26.512,29.575,31.572,34.408,36.925,40.792,46.6,48.608,51.925,56.892,61.525,67.792,69.558,72.783,78.783,81.692,83.867,88.083,90.842,94.55,97.967,101.858,105.525,109.746,114.136,118.702,123.45,128.388
PRY,Paraguay,352,Population (WEO),Value,3151000,3245000,3342000,3442000,3545000,3652000,3767000,3887000,4010000,4138000,4138000,4406000,4496000,4588000,4681000,4777000,4874000,4974000,5075000,5179000,5284000,5385000,5485000,5583000,5682000,5780000,5877000,5975000,6072000,6169000,6266000,6363000,6461000,6559000,6657000,6756000,6855000,6954000,7053000,7153000,7253000,7353000,7454000,7555000,7657000
PRY,Paraguay,354,General government total expenditure,National Currency,56524000000,82378000000,85459000000,94052000000,121559000000,138648000000,148916000000,221880000000,282332000000,476614000000,599122000000,1041720000000,1380880000000,1613270000000,2188770000000,2846470000000,3476870000000,3995080000000,4664390000000,5403660000000,6141410000000,6733240000000,7401980000000,7999840000000,9058220000000,9837400000000,11527920000000,12673980000000,13770730000000,16882750000000,19063670000000,22426380000000,27510070000000,29384420000000,32364820000000,38555180000000,39816970000000,43426510000000,45986870000000,50078070000000,54173180000000,58769800000000,63505800000000,68668920000000,73730270000000
PRY,Paraguay,355,General government net lending/borrowing,National Currency,20874000000,5848000000,15518000000,7610000000,3014000000,19147000000,61208000000,75113000000,108942000000,262005000000,490684000000,315668000000,322330000000,556292000000,730298000000,560369000000,537333000000,696121000000,1074870000000,743157000000,-126787000000,99935000000,-763752000000,-6521000000,489709000000,635268000000,1263710000000,1442450000000,2390150000000,-432209000000,685692000000,2046760000000,-1778960000000,-1777010000000,-993551000000,-3418420000000,-811909000000,-1856180000000,-2846880000000,-3115220000000,-3725820000000,-4198580000000,-4402620000000,-4613190000000,-4685510000000
PRY,Paraguay,356,General government structural balance,National Currency,,,,,,,,,,,,,,,,,,,,,,,-419854000000,312843000000,731304000000,892759000000,1440290000000,1517410000000,2254890000000,-125709000000,321651000000,1831950000000,-1606640000000,-1735330000000,-1408910000000,-3498030000000,-582795000000,-2033790000000,-2817510000000,-2766410000000,-3290110000000,-3646570000000,-3780680000000,-3787760000000,-3714100000000
PRY,Paraguay,357,General government primary net lending/borrowing,National Currency,22766000000,8131000000,18190000000,10472000000,8014000000,26095000000,71157000000,95333000000,133037000000,341989000000,590498000000,396008000000,411555000000,650583000000,856886000000,742450000000,720613000000,876927000000,1377100000000,1055560000000,263996000000,585384000000,-124959000000,711005000000,1159060000000,1365840000000,2118480000000,2350220000000,3216050000000,144435000000,1441770000000,2766390000000,-1118830000000,-826480000000,126638000000,-1865250000000,1008120000000,316658000000,-114728000000,-10467000000,-27084000000,-2370000000,127613000000,188395000000,-160216000000
PRY,Paraguay,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,,9296680000000,13348640000000,21701260000000,18802250000000,16212950000000,14864540000000,12294520000000,11188320000000,11919870000000,10966570000000,9721560000000,8279230000000,13172350000000,16129850000000,19640520000000,27814990000000,31899280000000,34953250000000,43833080000000,49799250000000,55609930000000,61446030000000,67485860000000,73878300000000,80951150000000
PRY,Paraguay,359,General government gross debt,National Currency,,,,,,,,,,,4041070000000,4571590000000,3692900000000,3361840000000,2802270000000,3123290000000,3380430000000,3898580000000,5589630000000,8824490000000,10367510000000,14072260000000,22431280000000,19922730000000,17401810000000,15963350000000,13761750000000,13432840000000,15505610000000,15234000000000,15589650000000,14435040000000,18343670000000,22086550000000,28029690000000,35081140000000,39681000000000,43488570000000,51503340000000,56957660000000,61646730000000,66549890000000,71789720000000,77382170000000,83655020000000
PRY,Paraguay,360,Gross domestic product corresponding to fiscal year,National Currency,515946000000,657659000000,689173000000,764665000000,991182000000,1292430000000,1706820000000,2318900000000,3071210000000,4273290000000,6031160000000,9255680000000,10738280000000,12645360000000,14992330000000,17789150000000,20132860000000,21702870000000,25248610000000,27563440000000,30874090000000,34883190000000,41135700000000,49411960000000,57501990000000,66335830000000,75681660000000,89866050000000,107235750000000,110962160000000,128989500000000,141315800000000,147275540000000,166714590000000,179721610000000,188230720000000,204447280000000,219188420000000,238479960000000,254654000000000,276793530000000,298969600000000,322417780000000,347087680000000,372754130000000
PRY,Paraguay,362,Volume of imports (% change),Percent change,12.199,5.2,2.4,-22.6,16.9,-14.1,36.3,15,11.9,-14.2,43.1,4.2,4.071,31.644,26.7,11.413,-14.29,-8.262,10.464,-14.957,-7.882,-13.924,11.241,9.864,5.766,-4.939,-5.026,11.714,10.933,-15.804,31.039,19.29,-8.899,12.047,3.94,0.239,-0.378,12.918,4.857,4.019,3.929,3.719,3.693,3.746,3.749
PRY,Paraguay,363,Volume of exports (% change),Percent change,-17.031,-24.3,7.3,-15.4,25.2,0.3,34.5,4.7,38.3,8,29.2,2,-4.097,39.598,6.464,16.858,-5.272,0.38,8.503,-14.326,-5.309,-7.24,-3.356,12.984,3.775,26.211,16.516,5.656,-8.841,-4.095,20.474,-0.06,-7.158,14.56,-4.333,4.591,9.766,8.038,-1.478,0.207,5.57,3.113,3.139,3.088,2.991
PRY,Paraguay,2777,General government total expenditure,% of GDP,10.955,12.526,12.4,12.3,12.264,10.728,8.725,9.568,9.193,11.153,9.934,11.255,12.859,12.758,14.599,16.001,17.27,18.408,18.474,19.604,19.892,19.302,17.994,16.19,15.753,14.83,15.232,14.103,12.842,15.215,14.779,15.87,18.679,17.626,18.008,20.483,19.475,19.812,19.283,19.665,19.572,19.657,19.697,19.784,19.78
PRY,Paraguay,2779,General government net lending/borrowing,% of GDP,4.046,0.889,2.252,0.995,0.304,1.481,3.586,3.239,3.547,6.131,8.136,3.411,3.002,4.399,4.871,3.15,2.669,3.208,4.257,2.696,-0.411,0.286,-1.857,-0.013,0.852,0.958,1.67,1.605,2.229,-0.39,0.532,1.448,-1.208,-1.066,-0.553,-1.816,-0.397,-0.847,-1.194,-1.223,-1.346,-1.404,-1.366,-1.329,-1.257
PRY,Paraguay,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,,,,,,,,,,-0.967,0.612,1.245,1.304,1.865,1.678,2.132,-0.11,0.257,1.33,-1.064,-1.052,-0.795,-1.859,-0.285,-0.932,-1.182,-1.082,-1.184,-1.215,-1.168,-1.089,-0.997
PRY,Paraguay,2783,General government primary net lending/borrowing,% of GDP,4.412,1.236,2.639,1.369,0.809,2.019,4.169,4.111,4.332,8.003,9.791,4.279,3.833,5.145,5.715,4.174,3.579,4.041,5.454,3.83,0.855,1.678,-0.304,1.439,2.016,2.059,2.799,2.615,2.999,0.13,1.118,1.958,-0.76,-0.496,0.07,-0.991,0.493,0.144,-0.048,-0.004,-0.01,-0.001,0.04,0.054,-0.043
PRY,Paraguay,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,,30.112,38.267,52.755,38.052,28.195,22.408,16.245,12.45,11.116,9.883,7.537,5.859,8.944,9.675,10.928,14.777,15.603,15.947,18.38,19.556,20.091,20.553,20.931,21.285,21.717
PRY,Paraguay,2787,General government gross debt,% of GDP,,,,,,,,,,,67.003,49.392,34.39,26.586,18.691,17.557,16.791,17.963,22.138,32.015,33.58,40.341,54.53,40.32,30.263,24.064,18.184,14.948,14.459,13.729,12.086,10.215,12.455,13.248,15.596,18.637,19.409,19.841,21.597,22.367,22.272,22.26,22.266,22.295,22.442
PRY,Paraguay,3092,"Inflation, average consumer prices",Percent change,22.535,13.793,5.374,12.807,20.938,24.845,31.697,21.658,22.594,25.592,38.162,24.275,15.105,18.277,20.596,13.387,9.798,6.95,11.554,6.751,8.984,7.314,10.472,14.239,4.31,6.823,9.565,8.144,10.186,2.606,4.636,8.244,3.692,2.662,5.028,3.132,4.082,3.614,3.972,3.6,4,4,4,4,4
PRY,Paraguay,3296,Unemployment rate (% of total labor force) (WEO),%,,,,8.3,7.3,5.1,6.1,5.5,4.7,6.1,6.6,5.1,5.3,5.1,4.4,3.3,8.2,5,5.8,6.8,7.3,7.6,10.8,8.059,7.307,5.831,6.653,5.601,5.728,6.398,5.674,5.621,4.573,5.021,6.038,5.351,5.998,5.201,5.557,5.748,5.77,5.78,5.785,5.781,5.782
QAT,Qatar,346,Gross national savings (% of GDP),% of GDP,51.66,45.89,34.847,25.454,41.48,30.409,13.942,16.137,14.864,21.644,23.517,19.411,18.012,10.373,17.554,23.081,22.226,33.761,26.332,38.955,49.27,52.793,52.395,59.316,55.308,51.11,57.426,60.391,64.189,49.497,50.419,60.099,60.329,58.252,55.749,45.569,43.362,48.452,55.134,53.336,54.701,54.214,53.797,51.059,49.562
QAT,Qatar,347,"Inflation, average consumer prices",Index,30.346,32.914,34.79,35.728,36.136,36.543,37.237,38.909,40.785,42.131,43.4,45.3,46.7,46.3,47,48.4,51.8,53.2,54.7,55.9,56.8,57.7,57.8,59.1,63.1,68.7,76.8,87.3,100.5,95.6,93.3,95.2,96.9,100,103.358,105.233,108.05,108.477,108.718,108.861,112.918,115.536,117.864,120.211,122.576
QAT,Qatar,352,Population (WEO),Value,245000,265000,285000,306000,326000,345000,362000,377000,392000,408000,477000,485000,490000,492000,495000,501000,512000,529000,550000,572000,594000,612000,630000,660000,720000,821000,968000,1152000,1554000,1639000,1715000,1733000,1833000,2004000,2216000,2438000,2618000,2657000,2719000,2753000,2760000,2767000,2774000,2781000,2788000
QAT,Qatar,354,General government total expenditure,National Currency,,,,,,,,,,,11399000000,11683000000,12593000000,13268000000,12936000000,13047000000,15581000000,17303000000,17027000000,17371000000,19607000000,20451000000,22225000000,24609000000,33380000000,47102000000,63052000000,81474000000,96531000000,116959000000,139420000000,174061000000,210732000000,204659000000,250707000000,248820000000,221685000000,203265000000,206195000000,209855000000,210196000000,214566000000,215454000000,222477000000,228376000000
QAT,Qatar,355,General government net lending/borrowing,National Currency,,,,,,,,,,,736000000,-522000000,-636000000,-2013000000,-2554000000,-1443000000,-2466000000,-3415000000,-2163000000,-1785000000,3043000000,2854000000,5553000000,5793000000,20436000000,17264000000,19749000000,30891000000,42109000000,51801000000,30876000000,44721000000,71558000000,155957000000,107667000000,26581000000,-29688000000,-17849000000,36834000000,43046000000,48753000000,49558000000,54627000000,54710000000,59090000000
QAT,Qatar,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,-109000000,-255000000,-1799000000,-2363000000,-529000000,-1141000000,-1858000000,-76000000,500000000,5857000000,5673000000,7921000000,7808000000,22331000000,19158000000,21728000000,32784000000,44148000000,55578000000,36283000000,53591000000,81419000000,165187000000,116467000000,35340000000,-21488000000,-9662000000,46633000000,53813000000,60392000000,60385000000,64766000000,64497000000,68393000000
